Log file open, 04/11/15 13:49:02
LogInit:Display: Running engine for game: Office1
LogInit: Version: 4.7.5-2503383+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Apr  6 2015 23:21:51
[2015.04.11-17.49.24:669][  0]LogPackFactory: Content/StarterContent/Materials/M_Concrete_Poured.uasset (104859) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Concrete_Poured.uasset
[2015.04.11-17.49.24:672][  0]LogPackFactory: Content/StarterContent/Materials/M_Concrete_Tiles.uasset (105831) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Concrete_Tiles.uasset
[2015.04.11-17.49.24:674][  0]LogPackFactory: Content/StarterContent/Materials/M_Glass.uasset (48151) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Glass.uasset
[2015.04.11-17.49.24:677][  0]LogPackFactory: Content/StarterContent/Materials/M_Ground_Grass.uasset (95378) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Ground_Grass.uasset
[2015.04.11-17.49.24:679][  0]LogPackFactory: Content/StarterContent/Materials/M_Ground_Gravel.uasset (120447) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Ground_Gravel.uasset
[2015.04.11-17.49.24:681][  0]LogPackFactory: Content/StarterContent/Materials/M_Ground_Moss.uasset (128000) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Ground_Moss.uasset
[2015.04.11-17.49.24:684][  0]LogPackFactory: Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset (79826) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset
[2015.04.11-17.49.24:686][  0]LogPackFactory: Content/StarterContent/Materials/M_Metal_Burnished_Steel.uasset (97779) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Metal_Burnished_Steel.uasset
[2015.04.11-17.49.24:688][  0]LogPackFactory: Content/StarterContent/Materials/M_Metal_Chrome.uasset (79618) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Metal_Chrome.uasset
[2015.04.11-17.49.24:691][  0]LogPackFactory: Content/StarterContent/Materials/M_Metal_Copper.uasset (94475) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Metal_Copper.uasset
[2015.04.11-17.49.24:693][  0]LogPackFactory: Content/StarterContent/Materials/M_Metal_Gold.uasset (96084) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Metal_Gold.uasset
[2015.04.11-17.49.24:696][  0]LogPackFactory: Content/StarterContent/Materials/M_Metal_Rust.uasset (109365) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Metal_Rust.uasset
[2015.04.11-17.49.24:703][  0]LogPackFactory: Content/StarterContent/Materials/M_Metal_Steel.uasset (96230) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Metal_Steel.uasset
[2015.04.11-17.49.24:706][  0]LogPackFactory: Content/StarterContent/Materials/M_Rock_Basalt.uasset (121462) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Rock_Basalt.uasset
[2015.04.11-17.49.24:708][  0]LogPackFactory: Content/StarterContent/Materials/M_Rock_Marble_Polished.uasset (98409) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Rock_Marble_Polished.uasset
[2015.04.11-17.49.24:720][  0]LogPackFactory: Content/StarterContent/Materials/M_Rock_Sandstone.uasset (113552) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Rock_Sandstone.uasset
[2015.04.11-17.49.24:722][  0]LogPackFactory: Content/StarterContent/Materials/M_Rock_Slate.uasset (110874) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Rock_Slate.uasset
[2015.04.11-17.49.24:724][  0]LogPackFactory: Content/StarterContent/Materials/M_Tech_Checker_Dot.uasset (98373) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Tech_Checker_Dot.uasset
[2015.04.11-17.49.24:727][  0]LogPackFactory: Content/StarterContent/Materials/M_Tech_Hex_Tile.uasset (140303) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Tech_Hex_Tile.uasset
[2015.04.11-17.49.24:730][  0]LogPackFactory: Content/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.uasset (115223) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.uasset
[2015.04.11-17.49.24:733][  0]LogPackFactory: Content/StarterContent/Materials/M_Tech_Panel.uasset (98003) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Tech_Panel.uasset
[2015.04.11-17.49.24:736][  0]LogPackFactory: Content/StarterContent/Materials/M_Water_Lake.uasset (96267) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Water_Lake.uasset
[2015.04.11-17.49.24:738][  0]LogPackFactory: Content/StarterContent/Materials/M_Water_Ocean.uasset (100717) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Water_Ocean.uasset
[2015.04.11-17.49.24:740][  0]LogPackFactory: Content/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.uasset (82816) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.uasset
[2015.04.11-17.49.24:743][  0]LogPackFactory: Content/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.uasset (100628) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.uasset
[2015.04.11-17.49.24:745][  0]LogPackFactory: Content/StarterContent/Materials/M_Wood_Oak.uasset (107121) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Wood_Oak.uasset
[2015.04.11-17.49.24:748][  0]LogPackFactory: Content/StarterContent/Materials/M_Wood_Pine.uasset (97740) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Wood_Pine.uasset
[2015.04.11-17.49.24:750][  0]LogPackFactory: Content/StarterContent/Materials/M_Wood_Walnut.uasset (93022) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Materials/M_Wood_Walnut.uasset
[2015.04.11-17.49.24:752][  0]LogPackFactory: Content/StarterContent/Particles/Materials/M_Burst.uasset (43524) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Particles/Materials/M_Burst.uasset
[2015.04.11-17.49.24:755][  0]LogPackFactory: Content/StarterContent/Particles/Materials/M_Dust_Particle.uasset (40952) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Particles/Materials/M_Dust_Particle.uasset
[2015.04.11-17.49.24:759][  0]LogPackFactory: Content/StarterContent/Particles/Materials/M_explosion_subUV.uasset (62151) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Particles/Materials/M_explosion_subUV.uasset
[2015.04.11-17.49.24:765][  0]LogPackFactory: Content/StarterContent/Particles/Materials/M_Fire_SubUV.uasset (62224) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Particles/Materials/M_Fire_SubUV.uasset
[2015.04.11-17.49.24:767][  0]LogPackFactory: Content/StarterContent/Particles/Materials/m_flare_01.uasset (48172) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Particles/Materials/m_flare_01.uasset
[2015.04.11-17.49.24:770][  0]LogPackFactory: Content/StarterContent/Particles/Materials/M_Heat_Distortion.uasset (38287) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Particles/Materials/M_Heat_Distortion.uasset
[2015.04.11-17.49.24:772][  0]LogPackFactory: Content/StarterContent/Particles/Materials/M_Radial_Gradient.uasset (41181) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Particles/Materials/M_Radial_Gradient.uasset
[2015.04.11-17.49.24:774][  0]LogPackFactory: Content/StarterContent/Particles/Materials/M_radial_ramp.uasset (41193) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Particles/Materials/M_radial_ramp.uasset
[2015.04.11-17.49.24:777][  0]LogPackFactory: Content/StarterContent/Particles/Materials/M_smoke_subUV.uasset (76603) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Particles/Materials/M_smoke_subUV.uasset
[2015.04.11-17.49.24:779][  0]LogPackFactory: Content/StarterContent/Particles/Materials/M_Spark.uasset (43678) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Particles/Materials/M_Spark.uasset
[2015.04.11-17.49.24:782][  0]LogPackFactory: Content/StarterContent/Particles/P_Ambient_Dust.uasset (43456) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Particles/P_Ambient_Dust.uasset
[2015.04.11-17.49.24:784][  0]LogPackFactory: Content/StarterContent/Particles/P_Explosion.uasset (280221) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Particles/P_Explosion.uasset
[2015.04.11-17.49.24:788][  0]LogPackFactory: Content/StarterContent/Particles/P_Fire.uasset (259431) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Particles/P_Fire.uasset
[2015.04.11-17.49.24:791][  0]LogPackFactory: Content/StarterContent/Particles/P_Smoke.uasset (65670) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Particles/P_Smoke.uasset
[2015.04.11-17.49.24:793][  0]LogPackFactory: Content/StarterContent/Particles/P_Sparks.uasset (171805) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Particles/P_Sparks.uasset
[2015.04.11-17.49.24:796][  0]LogPackFactory: Content/StarterContent/Particles/P_Steam_Lit.uasset (117332) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Particles/P_Steam_Lit.uasset
[2015.04.11-17.49.24:798][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_Bush.uasset (99988) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/Materials/M_Bush.uasset
[2015.04.11-17.49.24:801][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_Chair.uasset (90187) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/Materials/M_Chair.uasset
[2015.04.11-17.49.24:803][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_Door.uasset (87249) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/Materials/M_Door.uasset
[2015.04.11-17.49.24:806][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_Frame.uasset (78682) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/Materials/M_Frame.uasset
[2015.04.11-17.49.24:808][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_Lamp.uasset (90486) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/Materials/M_Lamp.uasset
[2015.04.11-17.49.24:811][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_MaterialSphere.uasset (66766) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/Materials/M_MaterialSphere.uasset
[2015.04.11-17.49.24:813][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_MaterialSphere_Plain.uasset (58832) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/Materials/M_MaterialSphere_Plain.uasset
[2015.04.11-17.49.24:816][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_Rock.uasset (114715) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/Materials/M_Rock.uasset
[2015.04.11-17.49.24:818][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_Shelf.uasset (78255) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/Materials/M_Shelf.uasset
[2015.04.11-17.49.24:821][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_Statue.uasset (72790) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/Materials/M_Statue.uasset
[2015.04.11-17.49.24:823][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_StatueGlass.uasset (56436) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/Materials/M_StatueGlass.uasset
[2015.04.11-17.49.24:825][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_TableRound.uasset (89531) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/Materials/M_TableRound.uasset
[2015.04.11-17.49.24:831][  0]LogPackFactory: Content/StarterContent/Props/MaterialSphere.uasset (174533) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/MaterialSphere.uasset
[2015.04.11-17.49.24:840][  0]LogPackFactory: Content/StarterContent/Props/SM_Bush.uasset (152902) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/SM_Bush.uasset
[2015.04.11-17.49.24:843][  0]LogPackFactory: Content/StarterContent/Props/SM_Chair.uasset (213058) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/SM_Chair.uasset
[2015.04.11-17.49.24:845][  0]LogPackFactory: Content/StarterContent/Props/SM_CornerFrame.uasset (104587) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/SM_CornerFrame.uasset
[2015.04.11-17.49.24:848][  0]LogPackFactory: Content/StarterContent/Props/SM_Couch.uasset (254658) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/SM_Couch.uasset
[2015.04.11-17.49.24:851][  0]LogPackFactory: Content/StarterContent/Props/SM_Door.uasset (214917) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/SM_Door.uasset
[2015.04.11-17.49.24:853][  0]LogPackFactory: Content/StarterContent/Props/SM_DoorFrame.uasset (65546) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/SM_DoorFrame.uasset
[2015.04.11-17.49.24:856][  0]LogPackFactory: Content/StarterContent/Props/SM_GlassWindow.uasset (97538) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/SM_GlassWindow.uasset
[2015.04.11-17.49.24:859][  0]LogPackFactory: Content/StarterContent/Props/SM_Lamp_Ceiling.uasset (318571) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset
[2015.04.11-17.49.24:862][  0]LogPackFactory: Content/StarterContent/Props/SM_Lamp_Wall.uasset (140246) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/SM_Lamp_Wall.uasset
[2015.04.11-17.49.24:865][  0]LogPackFactory: Content/StarterContent/Props/SM_MatPreviewMesh_02.uasset (2396647) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/SM_MatPreviewMesh_02.uasset
[2015.04.11-17.49.24:869][  0]LogPackFactory: Content/StarterContent/Props/SM_PillarFrame.uasset (127007) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/SM_PillarFrame.uasset
[2015.04.11-17.49.24:872][  0]LogPackFactory: Content/StarterContent/Props/SM_PillarFrame300.uasset (124350) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/SM_PillarFrame300.uasset
[2015.04.11-17.49.24:876][  0]LogPackFactory: Content/StarterContent/Props/SM_Rock.uasset (175516) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/SM_Rock.uasset
[2015.04.11-17.49.24:881][  0]LogPackFactory: Content/StarterContent/Props/SM_Shelf.uasset (108862) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/SM_Shelf.uasset
[2015.04.11-17.49.24:883][  0]LogPackFactory: Content/StarterContent/Props/SM_Stairs.uasset (66807) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/SM_Stairs.uasset
[2015.04.11-17.49.24:887][  0]LogPackFactory: Content/StarterContent/Props/SM_Statue.uasset (537153) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/SM_Statue.uasset
[2015.04.11-17.49.24:894][  0]LogPackFactory: Content/StarterContent/Props/SM_TableRound.uasset (528732) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/SM_TableRound.uasset
[2015.04.11-17.49.24:898][  0]LogPackFactory: Content/StarterContent/Props/SM_WindowFrame.uasset (68758) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Props/SM_WindowFrame.uasset
[2015.04.11-17.49.24:901][  0]LogPackFactory: Content/StarterContent/Shapes/Shape_Cone.uasset (94233) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Shapes/Shape_Cone.uasset
[2015.04.11-17.49.24:904][  0]LogPackFactory: Content/StarterContent/Shapes/Shape_Cube.uasset (45498) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Shapes/Shape_Cube.uasset
[2015.04.11-17.49.24:907][  0]LogPackFactory: Content/StarterContent/Shapes/Shape_Cylinder.uasset (109276) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Shapes/Shape_Cylinder.uasset
[2015.04.11-17.49.24:909][  0]LogPackFactory: Content/StarterContent/Shapes/Shape_NarrowCapsule.uasset (211325) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Shapes/Shape_NarrowCapsule.uasset
[2015.04.11-17.49.24:912][  0]LogPackFactory: Content/StarterContent/Shapes/Shape_Pipe.uasset (78407) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/Offices/Office1/Content/StarterContent/Shapes/Shape_Pipe.uasset
