Log file open, 04/10/15 23:22:19
LogInit:Display: Running engine for game: OpenWorld1
LogInit: Version: 4.7.5-2503383+++depot+UE4-Releases+4.7
LogInit: API Version: 2455222
LogInit: Compiled (64-bit): Apr  6 2015 23:21:51
[2015.04.11-03.22.35:841][  0]LogPackFactory: Content/StarterContent/Materials/M_CobbleStone_Pebble.uasset (122364) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_CobbleStone_Pebble.uasset
[2015.04.11-03.22.35:844][  0]LogPackFactory: Content/StarterContent/Materials/M_CobbleStone_Rough.uasset (199387) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_CobbleStone_Rough.uasset
[2015.04.11-03.22.35:846][  0]LogPackFactory: Content/StarterContent/Materials/M_CobbleStone_Smooth.uasset (206806) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_CobbleStone_Smooth.uasset
[2015.04.11-03.22.35:848][  0]LogPackFactory: Content/StarterContent/Materials/M_ColorGrid_LowSpec.uasset (85099) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_ColorGrid_LowSpec.uasset
[2015.04.11-03.22.35:851][  0]LogPackFactory: Content/StarterContent/Materials/M_Concrete_Grime.uasset (91620) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Concrete_Grime.uasset
[2015.04.11-03.22.35:863][  0]LogPackFactory: Content/StarterContent/Materials/M_Concrete_Panels.uasset (102285) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Concrete_Panels.uasset
[2015.04.11-03.22.35:866][  0]LogPackFactory: Content/StarterContent/Materials/M_Concrete_Poured.uasset (104859) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Concrete_Poured.uasset
[2015.04.11-03.22.35:868][  0]LogPackFactory: Content/StarterContent/Materials/M_Concrete_Tiles.uasset (105831) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Concrete_Tiles.uasset
[2015.04.11-03.22.35:870][  0]LogPackFactory: Content/StarterContent/Materials/M_Glass.uasset (48151) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Glass.uasset
[2015.04.11-03.22.35:873][  0]LogPackFactory: Content/StarterContent/Materials/M_Ground_Grass.uasset (95378) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Ground_Grass.uasset
[2015.04.11-03.22.35:875][  0]LogPackFactory: Content/StarterContent/Materials/M_Ground_Gravel.uasset (120447) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Ground_Gravel.uasset
[2015.04.11-03.22.35:877][  0]LogPackFactory: Content/StarterContent/Materials/M_Ground_Moss.uasset (128000) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Ground_Moss.uasset
[2015.04.11-03.22.35:885][  0]LogPackFactory: Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset (79826) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Metal_Brushed_Nickel.uasset
[2015.04.11-03.22.35:887][  0]LogPackFactory: Content/StarterContent/Materials/M_Metal_Burnished_Steel.uasset (97779) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Metal_Burnished_Steel.uasset
[2015.04.11-03.22.35:890][  0]LogPackFactory: Content/StarterContent/Materials/M_Metal_Chrome.uasset (79618) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Metal_Chrome.uasset
[2015.04.11-03.22.35:892][  0]LogPackFactory: Content/StarterContent/Materials/M_Metal_Copper.uasset (94475) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Metal_Copper.uasset
[2015.04.11-03.22.35:894][  0]LogPackFactory: Content/StarterContent/Materials/M_Metal_Gold.uasset (96084) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Metal_Gold.uasset
[2015.04.11-03.22.35:897][  0]LogPackFactory: Content/StarterContent/Materials/M_Metal_Rust.uasset (109365) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Metal_Rust.uasset
[2015.04.11-03.22.35:899][  0]LogPackFactory: Content/StarterContent/Materials/M_Metal_Steel.uasset (96230) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Metal_Steel.uasset
[2015.04.11-03.22.35:901][  0]LogPackFactory: Content/StarterContent/Materials/M_Rock_Basalt.uasset (121462) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Rock_Basalt.uasset
[2015.04.11-03.22.35:904][  0]LogPackFactory: Content/StarterContent/Materials/M_Rock_Marble_Polished.uasset (98409) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Rock_Marble_Polished.uasset
[2015.04.11-03.22.35:933][  0]LogPackFactory: Content/StarterContent/Materials/M_Rock_Sandstone.uasset (113552) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Rock_Sandstone.uasset
[2015.04.11-03.22.35:936][  0]LogPackFactory: Content/StarterContent/Materials/M_Rock_Slate.uasset (110874) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Rock_Slate.uasset
[2015.04.11-03.22.35:938][  0]LogPackFactory: Content/StarterContent/Materials/M_Tech_Checker_Dot.uasset (98373) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Tech_Checker_Dot.uasset
[2015.04.11-03.22.35:941][  0]LogPackFactory: Content/StarterContent/Materials/M_Tech_Hex_Tile.uasset (140303) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Tech_Hex_Tile.uasset
[2015.04.11-03.22.35:943][  0]LogPackFactory: Content/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.uasset (115223) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.uasset
[2015.04.11-03.22.35:946][  0]LogPackFactory: Content/StarterContent/Materials/M_Tech_Panel.uasset (98003) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Tech_Panel.uasset
[2015.04.11-03.22.35:948][  0]LogPackFactory: Content/StarterContent/Materials/M_Water_Lake.uasset (96267) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Water_Lake.uasset
[2015.04.11-03.22.35:950][  0]LogPackFactory: Content/StarterContent/Materials/M_Water_Ocean.uasset (100717) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Water_Ocean.uasset
[2015.04.11-03.22.35:953][  0]LogPackFactory: Content/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.uasset (82816) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.uasset
[2015.04.11-03.22.35:955][  0]LogPackFactory: Content/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.uasset (100628) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.uasset
[2015.04.11-03.22.35:958][  0]LogPackFactory: Content/StarterContent/Materials/M_Wood_Oak.uasset (107121) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Wood_Oak.uasset
[2015.04.11-03.22.35:960][  0]LogPackFactory: Content/StarterContent/Materials/M_Wood_Pine.uasset (97740) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Wood_Pine.uasset
[2015.04.11-03.22.35:962][  0]LogPackFactory: Content/StarterContent/Materials/M_Wood_Walnut.uasset (93022) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Materials/M_Wood_Walnut.uasset
[2015.04.11-03.22.35:964][  0]LogPackFactory: Content/StarterContent/Particles/Materials/M_Burst.uasset (43524) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Particles/Materials/M_Burst.uasset
[2015.04.11-03.22.35:967][  0]LogPackFactory: Content/StarterContent/Particles/Materials/M_Dust_Particle.uasset (40952) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Particles/Materials/M_Dust_Particle.uasset
[2015.04.11-03.22.35:969][  0]LogPackFactory: Content/StarterContent/Particles/Materials/M_explosion_subUV.uasset (62151) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Particles/Materials/M_explosion_subUV.uasset
[2015.04.11-03.22.35:972][  0]LogPackFactory: Content/StarterContent/Particles/Materials/M_Fire_SubUV.uasset (62224) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Particles/Materials/M_Fire_SubUV.uasset
[2015.04.11-03.22.35:974][  0]LogPackFactory: Content/StarterContent/Particles/Materials/m_flare_01.uasset (48172) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Particles/Materials/m_flare_01.uasset
[2015.04.11-03.22.35:977][  0]LogPackFactory: Content/StarterContent/Particles/Materials/M_Heat_Distortion.uasset (38287) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Particles/Materials/M_Heat_Distortion.uasset
[2015.04.11-03.22.35:979][  0]LogPackFactory: Content/StarterContent/Particles/Materials/M_Radial_Gradient.uasset (41181) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Particles/Materials/M_Radial_Gradient.uasset
[2015.04.11-03.22.35:982][  0]LogPackFactory: Content/StarterContent/Particles/Materials/M_radial_ramp.uasset (41193) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Particles/Materials/M_radial_ramp.uasset
[2015.04.11-03.22.35:984][  0]LogPackFactory: Content/StarterContent/Particles/Materials/M_smoke_subUV.uasset (76603) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Particles/Materials/M_smoke_subUV.uasset
[2015.04.11-03.22.35:987][  0]LogPackFactory: Content/StarterContent/Particles/Materials/M_Spark.uasset (43678) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Particles/Materials/M_Spark.uasset
[2015.04.11-03.22.35:989][  0]LogPackFactory: Content/StarterContent/Particles/P_Ambient_Dust.uasset (43456) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Particles/P_Ambient_Dust.uasset
[2015.04.11-03.22.35:991][  0]LogPackFactory: Content/StarterContent/Particles/P_Explosion.uasset (280221) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Particles/P_Explosion.uasset
[2015.04.11-03.22.35:994][  0]LogPackFactory: Content/StarterContent/Particles/P_Fire.uasset (259431) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Particles/P_Fire.uasset
[2015.04.11-03.22.35:997][  0]LogPackFactory: Content/StarterContent/Particles/P_Smoke.uasset (65670) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Particles/P_Smoke.uasset
[2015.04.11-03.22.35:999][  0]LogPackFactory: Content/StarterContent/Particles/P_Sparks.uasset (171805) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Particles/P_Sparks.uasset
[2015.04.11-03.22.36:002][  0]LogPackFactory: Content/StarterContent/Particles/P_Steam_Lit.uasset (117332) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Particles/P_Steam_Lit.uasset
[2015.04.11-03.22.36:004][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_Bush.uasset (99988) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/Materials/M_Bush.uasset
[2015.04.11-03.22.36:007][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_Chair.uasset (90187) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/Materials/M_Chair.uasset
[2015.04.11-03.22.36:009][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_Door.uasset (87249) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/Materials/M_Door.uasset
[2015.04.11-03.22.36:012][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_Frame.uasset (78682) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/Materials/M_Frame.uasset
[2015.04.11-03.22.36:014][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_Lamp.uasset (90486) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/Materials/M_Lamp.uasset
[2015.04.11-03.22.36:017][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_MaterialSphere.uasset (66766) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/Materials/M_MaterialSphere.uasset
[2015.04.11-03.22.36:019][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_MaterialSphere_Plain.uasset (58832) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/Materials/M_MaterialSphere_Plain.uasset
[2015.04.11-03.22.36:022][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_Rock.uasset (114715) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/Materials/M_Rock.uasset
[2015.04.11-03.22.36:024][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_Shelf.uasset (78255) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/Materials/M_Shelf.uasset
[2015.04.11-03.22.36:027][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_Statue.uasset (72790) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/Materials/M_Statue.uasset
[2015.04.11-03.22.36:029][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_StatueGlass.uasset (56436) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/Materials/M_StatueGlass.uasset
[2015.04.11-03.22.36:031][  0]LogPackFactory: Content/StarterContent/Props/Materials/M_TableRound.uasset (89531) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/Materials/M_TableRound.uasset
[2015.04.11-03.22.36:034][  0]LogPackFactory: Content/StarterContent/Props/MaterialSphere.uasset (174533) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/MaterialSphere.uasset
[2015.04.11-03.22.36:045][  0]LogPackFactory: Content/StarterContent/Props/SM_Bush.uasset (152902) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/SM_Bush.uasset
[2015.04.11-03.22.36:047][  0]LogPackFactory: Content/StarterContent/Props/SM_Chair.uasset (213058) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/SM_Chair.uasset
[2015.04.11-03.22.36:050][  0]LogPackFactory: Content/StarterContent/Props/SM_CornerFrame.uasset (104587) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/SM_CornerFrame.uasset
[2015.04.11-03.22.36:052][  0]LogPackFactory: Content/StarterContent/Props/SM_Couch.uasset (254658) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/SM_Couch.uasset
[2015.04.11-03.22.36:055][  0]LogPackFactory: Content/StarterContent/Props/SM_Door.uasset (214917) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/SM_Door.uasset
[2015.04.11-03.22.36:057][  0]LogPackFactory: Content/StarterContent/Props/SM_DoorFrame.uasset (65546) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/SM_DoorFrame.uasset
[2015.04.11-03.22.36:060][  0]LogPackFactory: Content/StarterContent/Props/SM_GlassWindow.uasset (97538) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/SM_GlassWindow.uasset
[2015.04.11-03.22.36:062][  0]LogPackFactory: Content/StarterContent/Props/SM_Lamp_Ceiling.uasset (318571) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/SM_Lamp_Ceiling.uasset
[2015.04.11-03.22.36:065][  0]LogPackFactory: Content/StarterContent/Props/SM_Lamp_Wall.uasset (140246) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/SM_Lamp_Wall.uasset
[2015.04.11-03.22.36:067][  0]LogPackFactory: Content/StarterContent/Props/SM_MatPreviewMesh_02.uasset (2396647) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/SM_MatPreviewMesh_02.uasset
[2015.04.11-03.22.36:071][  0]LogPackFactory: Content/StarterContent/Props/SM_PillarFrame.uasset (127007) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/SM_PillarFrame.uasset
[2015.04.11-03.22.36:074][  0]LogPackFactory: Content/StarterContent/Props/SM_PillarFrame300.uasset (124350) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/SM_PillarFrame300.uasset
[2015.04.11-03.22.36:076][  0]LogPackFactory: Content/StarterContent/Props/SM_Rock.uasset (175516) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/SM_Rock.uasset
[2015.04.11-03.22.36:079][  0]LogPackFactory: Content/StarterContent/Props/SM_Shelf.uasset (108862) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/SM_Shelf.uasset
[2015.04.11-03.22.36:081][  0]LogPackFactory: Content/StarterContent/Props/SM_Stairs.uasset (66807) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/SM_Stairs.uasset
[2015.04.11-03.22.36:084][  0]LogPackFactory: Content/StarterContent/Props/SM_Statue.uasset (537153) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/SM_Statue.uasset
[2015.04.11-03.22.36:087][  0]LogPackFactory: Content/StarterContent/Props/SM_TableRound.uasset (528732) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/SM_TableRound.uasset
[2015.04.11-03.22.36:089][  0]LogPackFactory: Content/StarterContent/Props/SM_WindowFrame.uasset (68758) -> ../../../../../Tyler/Documents/GitHub/Games/Sandbox/OpenWorlds/OpenWorld1/Content/StarterContent/Props/SM_WindowFrame.uasset
